UniProtAC;Localization;CNN;;;;;;;;;;;;;;;;;;;;Fully Connected;;;;;;;;;;;;;;;Final;;;;;;;;;
;;Apical1;Apical2;Apical3;Apical4;Apical5;Basolateral1;Basolateral2;Basolateral3;Basolateral4;Basolateral5;Plasma1;Plasma2;Plasma3;Plasma4;Plasma5;Other1;Other2;Other3;Other4;Other5;Apical1;Apical2;Apical3;Apical4;Apical5;Basolateral1;Basolateral2;Basolateral3;Basolateral4;Basolateral5;Other1;Other2;Other3;Other4;Other5;Binary1;Binary2;Binary3;Binary4;Binary5;Ternary1;Ternary2;Ternary3;Ternary4;Ternary5
H2NLH5;Other;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-
H2NLH7;Plasma;-;-;-;-;-;train;-;-;-;validation;train;train;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
H2NLK2;Plasma;-;-;-;-;-;-;-;-;-;-;-;-;train;-;train;-;train;-;train;-;-;-;-;-;-;-;validation;-;-;-;train;-;train;validation;-;-;-;-;-;-;train;-;-;-;train
H2NLK7;Other;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
H2NLK8;Other;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
H2NLM3;Other;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-
H2NLN7;Other;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
H2NLS2;Other;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-
H2NLW4;Other;-;train;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
H2NLY9;Other;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
H2NM29;Other;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
H2NM61;Plasma;-;-;-;-;-;-;-;-;-;train;train;-;-;train;train;-;validation;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-
H2NM86;Other;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;validation;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
H2NM89;Other;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-
H2NMB4;Apical;-;-;-;-;train;-;-;-;-;validation;train;-;-;-;-;-;-;-;-;train;-;train;-;validation;train;train;-;train;train;-;-;-;-;-;-;validation;validation;train;train;-;-;-;-;validation;-
H2NMQ6;Basolateral;train;-;train;-;-;-;train;train;validation;-;-;-;train;-;-;train;-;-;-;-;train;-;-;train;-;-;validation;-;validation;train;-;train;-;-;train;-;train;-;train;-;validation;-;train;-;-
H2NMR0;Other;validation;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
H2NMU5;Basolateral;-;-;-;-;train;train;-;train;validation;train;-;-;-;train;-;-;-;-;-;train;train;-;-;validation;-;train;train;train;train;train;-;-;-;-;validation;-;train;train;-;train;-;validation;validation;train;-
H2NMZ2;Other;-;-;-;-;-;-;train;-;-;-;-;-;-;validation;-;validation;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
H2NN07;Plasma;-;-;train;-;train;-;-;-;-;-;-;train;-;-;-;-;train;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;validation;-;-;-
H2NN45;Apical;-;train;train;train;validation;-;validation;train;-;-;-;-;train;-;-;-;-;-;-;-;train;validation;train;train;-;-;-;-;-;-;-;-;-;-;-;validation;train;train;train;-;-;-;train;-;train
H2NN80;Other;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;validation;-;-
H2NNG7;Plasma;-;-;-;-;-;-;-;train;-;-;train;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
H2NNH9;Basolateral;train;-;validation;-;-;train;train;train;-;validation;-;train;-;-;-;-;-;-;train;-;train;-;validation;-;train;-;train;-;-;train;-;-;train;-;validation;train;train;-;train;validation;train;train;validation;train;-
H2NNI5;Other;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-
H2NNK0;Apical;train;-;train;train;train;-;-;validation;-;-;train;-;-;-;train;-;train;-;-;-;-;train;-;validation;train;-;-;-;-;-;train;-;train;-;train;train;-;train;-;-;validation;-;-;-;-
H2NNN5;Other;-;-;-;-;-;-;-;validation;-;-;-;-;-;-;-;train;-;validation;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
H2NNQ5;Plasma;-;-;-;-;-;-;-;train;train;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;train;-;-;-;-;-;-;train;-;-;-;-
H2NNS3;Other;train;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
H2NNS4;Other;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-
H2NP26;Other;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;validation;-;-
H2NP62;Apical;train;train;-;-;-;-;-;-;-;-;-;train;-;-;train;-;train;-;-;-;validation;validation;train;-;train;-;-;-;-;train;-;train;-;-;train;train;train;-;-;-;-;-;-;train;train
H2NP92;Plasma;-;-;-;-;-;-;-;-;-;-;train;-;-;train;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
H2NPC1;Other;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
H2NPJ1;Plasma;-;-;train;validation;-;-;-;-;-;-;-;-;train;validation;-;-;-;train;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-
H2NPK9;Plasma;-;-;validation;-;-;-;-;-;-;-;train;train;train;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;validation;-;-;-;-;-;-;-;-;-;-;-;validation;-;-
H2NPU7;Plasma;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-
H2NQC9;Other;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;train;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-
H2NQE2;Apical;train;train;train;train;train;-;train;-;-;-;-;train;-;-;train;-;-;-;validation;-;train;train;-;train;train;train;validation;train;-;train;validation;train;-;-;-;validation;train;validation;-;train;train;train;-;-;train
H2NQG2;Apical;validation;train;train;-;-;train;-;-;train;-;-;-;train;-;-;-;-;-;-;validation;train;train;-;-;-;-;train;-;-;-;-;-;-;-;-;-;train;train;train;-;-;train;-;train;train
H2NQR1;Other;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;validation;train
H2NQR4;Basolateral;-;-;-;-;-;validation;train;train;train;-;train;-;-;-;validation;-;-;-;-;-;-;-;-;validation;-;train;-;train;train;validation;-;validation;-;-;-;train;train;train;train;train;-;train;train;train;train
H2NQT9;Plasma;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-
H2NQZ3;Apical;train;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;train;train;train;-;-;-;train;-;train;-;-;-;validation;-;train;-;validation;-;train;-;train;train;-
H2NRB4;Basolateral;validation;train;-;-;-;-;train;train;-;-;-;-;-;train;-;validation;-;train;-;-;-;-;-;-;-;train;validation;train;train;train;-;-;-;train;-;train;-;-;train;train;train;-;validation;-;train
H2NRH0;Other;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-
H2NRL4;Other;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
H2NRM2;Other;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-
H2NRN6;Other;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-
H2NRP4;Other;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;validation;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-
H2NRT9;Other;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;validation;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
H2NS41;Other;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-
H2NS48;Plasma;-;-;-;-;-;validation;-;validation;-;-;-;-;-;-;-;-;-;-;-;-;train;validation;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
H2NS52;Plasma;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
H2NSA9;Plasma;-;-;-;-;train;-;-;train;-;-;-;-;-;train;-;validation;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
H2NSC1;Other;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;validation;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
H2NSG9;Other;-;-;-;-;-;validation;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
H2NSH0;Other;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;train;validation;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
H2NSV0;Apical;validation;validation;train;-;-;-;train;-;-;-;train;-;-;-;-;train;validation;-;-;-;-;-;train;validation;-;-;train;-;train;-;-;-;train;-;-;train;-;train;train;train;train;-;-;-;train
H2NSW7;Other;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
H2NSX1;Other;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-
H2NSY5;Other;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;validation;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;train;-
H2NT10;Other;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;validation;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
H2NT11;Other;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;validation;-;-;train;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
H2NT26;Plasma;-;-;-;-;-;-;-;-;-;-;-;-;validation;-;train;-;-;-;train;-;-;-;-;-;train;validation;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;train
H2NT38;Other;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;train;-;-;-;-;-;-;-;-;-;-;-
H2NTL1;Other;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-
H2NTN9;Other;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
H2NTP9;Other;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;validation;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
H2NTV5;Other;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
H2NTX7;Plasma;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
H2NTY7;Other;-;-;-;-;-;-;validation;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;validation;-;-;-;-;-;-;-;-;-;-;-
H2NTY9;Plasma;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
H2NU18;Plasma;-;-;-;-;-;-;train;-;-;-;-;train;-;-;train;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
H2NU95;Basolateral;-;train;train;train;-;train;validation;train;train;train;train;-;validation;-;-;-;-;-;-;train;train;-;-;-;-;validation;train;train;-;train;train;-;-;-;-;train;-;train;train;train;validation;train;-;train;-
H2NUD5;Plasma;-;-;-;-;-;-;-;-;-;-;-;validation;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
H2NUG1;Other;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
H2NUH1;Plasma;-;-;-;-;-;-;-;-;train;-;-;train;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-
H2NUN8;Plasma;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;validation;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-
H2NUT7;Other;validation;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-
H2NUU2;Other;-;-;train;-;-;-;-;-;-;validation;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-
H2NUU8;Other;-;-;-;-;-;-;-;-;-;-;validation;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
H2NUV7;Other;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
H2NUX3;Other;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;validation;-;-;-;-;-;-;-;-;-;-;-;validation;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
H2NV00;Plasma;-;-;-;-;-;-;-;-;-;-;train;train;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
H2NV93;Other;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
H2NVB6;Apical;train;-;-;train;-;train;train;train;-;-;-;-;train;-;-;-;-;-;-;-;train;-;-;-;validation;train;-;-;-;-;train;-;-;-;validation;-;train;-;train;train;-;train;-;-;train
H2NVJ9;Plasma;train;validation;-;-;-;-;-;-;-;-;-;train;-;-;-;train;-;-;-;-;-;-;train;train;-;-;-;-;-;validation;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-
H2NVK9;Apical;train;train;-;validation;train;-;-;-;-;-;-;train;-;-;train;-;-;train;train;-;validation;train;train;-;-;-;-;validation;-;validation;-;-;-;train;-;-;-;-;-;train;train;train;-;-;validation
H2NVT2;Other;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;validation;train;-;-;train
H2NVV0;Plasma;-;train;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;validation;-;-;-;-;-;-;-;-;-;-;validation;-;-;-;-;-;validation;-;-;-;-;-;-;train;-;-;train
H2NVW0;Plasma;-;-;-;-;-;validation;-;-;-;-;train;train;-;train;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
H2NVY3;Plasma;-;-;-;-;-;train;-;-;-;train;-;train;-;-;train;-;-;-;validation;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train
H2NW01;Plasma;-;-;-;-;train;-;-;-;-;-;-;-;train;-;-;-;-;-;train;-;-;-;train;-;-;-;-;-;-;-;-;-;train;-;train;-;-;-;-;-;train;-;train;-;-
H2NW03;Plasma;train;-;-;-;-;train;-;-;-;-;train;-;train;-;-;validation;-;-;-;-;-;-;-;train;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;train
H2NW37;Other;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
H2NW41;Basolateral;-;-;-;-;validation;train;train;train;train;train;-;train;-;-;-;-;-;-;-;-;train;-;train;-;-;train;train;train;train;-;train;-;-;-;-;validation;train;train;train;train;train;validation;-;-;-
H2NW70;Other;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-
H2NW90;Apical;-;train;validation;train;-;-;-;-;train;-;train;-;-;-;-;train;train;-;train;-;train;train;-;train;-;validation;-;-;train;-;-;-;-;-;-;-;train;-;-;train;-;-;-;-;-
H2NW96;Plasma;train;validation;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;train;train;-;-;-;-;-;-;-;-;-;-;-;-;-
H2NWE0;Other;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;validation;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
H2NWE7;Other;-;-;-;-;-;-;-;-;validation;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
H2NWH5;Other;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
H2NWJ2;Other;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
H2NWK2;Other;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
H2NWK4;Other;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
H2NWQ1;Basolateral;-;-;-;-;-;train;validation;train;train;train;train;-;-;train;-;-;train;-;-;train;train;-;train;train;validation;validation;-;train;validation;validation;-;train;-;-;-;train;train;validation;train;train;-;train;train;train;train
H2NWZ2;Plasma;-;-;-;-;-;-;validation;-;-;-;-;-;-;validation;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-
H2NX17;Other;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;validation;-;-;-;-
H2NX50;Other;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-
H2NX84;Apical;-;train;validation;train;validation;-;-;-;-;validation;-;-;-;-;-;train;-;-;-;-;-;validation;-;train;train;-;-;-;-;-;-;-;-;-;-;train;train;train;train;-;train;validation;-;-;-
H2NX87;Plasma;-;-;train;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
H2NXB5;Plasma;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-
H2NXD5;Other;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;train;-;-;-
H2NXI9;Apical;train;train;train;-;-;-;-;train;train;-;-;-;-;-;-;-;-;-;-;-;-;-;train;train;-;-;-;-;-;-;-;-;validation;-;train;train;-;train;train;-;train;-;-;-;train
H2NXK2;Basolateral;-;-;-;train;train;train;-;-;validation;-;validation;-;-;train;-;-;train;-;-;train;-;-;-;train;-;-;train;train;train;train;-;train;-;-;train;-;train;train;train;-;train;train;validation;validation;train
H2NXK6;Plasma;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;train;-;-;-
H2NXK8;Other;-;-;train;validation;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
H2NXR3;Other;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train
H2NXT9;Plasma;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-;train;-;-;-;-;-;validation;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;validation;-;-;-
H2NXV9;Plasma;-;-;-;-;-;-;-;-;-;-;-;validation;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;validation;-;-;-;-;train;train;-;-;-;-;-;-;-;-;validation;-
H2NXX0;Other;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
H2NXZ6;Plasma;-;-;-;-;-;validation;-;-;train;-;-;-;-;train;-;-;-;-;train;-;-;-;-;-;validation;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
H2NZ13;Apical;-;train;-;train;train;-;-;-;-;-;-;-;-;-;train;-;-;-;validation;-;-;train;-;-;-;-;-;-;validation;validation;train;train;-;train;-;train;-;validation;-;-;train;train;train;train;-
H2NZ62;Basolateral;-;-;validation;-;train;-;train;-;train;validation;-;-;-;train;-;train;validation;-;-;-;-;-;-;-;-;train;train;train;-;train;train;train;-;-;train;-;train;-;train;validation;-;train;train;train;-
H2NZ86;Other;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-
H2NZ94;Other;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;validation;-;-;-;-;-;-;-;-;-;-;-
H2NZ96;Other;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-
H2NZC6;Basolateral;-;-;train;-;-;-;validation;train;train;train;-;train;validation;-;-;-;-;-;-;-;validation;train;-;-;-;-;-;-;train;-;-;-;-;-;-;train;train;train;train;train;train;train;train;-;-
H2NZV7;Plasma;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;validation;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;train;-;-
H2NZS2;Other;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;validation;-;-;-;-;-;-;-;-;-;-;-;-;-
H2NY21;Basolateral;-;-;-;-;-;-;-;validation;train;train;-;-;-;-;train;-;train;-;-;-;train;-;-;train;-;train;-;train;validation;train;-;-;-;-;train;train;-;train;validation;train;train;-;train;train;train
H2NYA0;Plasma;train;-;-;-;-;-;-;-;-;-;-;-;-;train;validation;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;train;-;-;-;-;-;-;-;-;-;-;-;-;-
H2NYN4;Other;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;validation;-;-;-;-;-;-;-;-;-;-;-
